23188 1121 462 23107 20628
22380 22865 20026 21243 21265
20875 593 22487 976 20505
20628 20520 13807 21659 23244
22098 20628 20424 6349 15189
4669 21780 23076 21043 23095
20875 1172 22487 22350 20340
22605 14664 22167 18993 19040
17440 18153 19838 23382 14783
22263 8421 22138 22446 10151
13301 6941 252 4443 10233
6395 15705 13868 1404 11937
17893 19610 21862 17361 16944
488 1676 23465 506 23200
961 22990 21375 22206 20568
21165 21960 896 20987 18870
2077 22388 232 425 51
21128 804 13925 23009 21957
21624 680 21948 331 18346
22189 20458 21958 23365 1669
5988 14670 14142 19746 17607
19543 1895 15081 19588 16093
18780 14985 20961 13275 13871
21921 18855 16 18403 895
18881 19588 22979 20314 11456
20681 11371 14853 23297 20887
18881 17186 16093 14761 21956
15081 19790 216 21002 18597
22942 21720 18403 21002 20474
11371 16620 12333 18430 19588
19949 21002 18297 14799 18937
11371 16062 22394 17244 22253
15081 18881 455 461 11371
19294 16787 1187 22915 16455
17270 8077 20570 43 19785
19785 15707 20234 18248 22936
19785 9320 19020 17028 18248
19785 22008 20752 43 19785
16991 43 43 11594 10957
6707 17685 18730 7626 6339
17256 15316 4772 18730 16590
15312 17685 12434 5343 7279
18730 18730 7214 11333 16317
17814 11908 15596 16062 16317
15596 15596 15117 16775 9797
22914 22914 18716 2184 20470
16062 22253 9337 1134 8600
19683 23297 22914 15312 11841
8600 17244 17244 8642 22914
19726 19571 9699 21139 19154
19157 472 17449 14501 9012
19140 18403 16136 21923 19591
22948 22514 20787 23246 783
11832 19038 22779 14420 12984
20681 17449 16737 751 23501
21574 1931 17132 17449 12182
20712 19042 19140 16436 16436
19140 757 18846 22732 21864
21544 12365 22948 982 9012
22397 16264 14799 21556 1107
1107 11832 23402 16587 18985
15372 12984 18403 22705 1325
18404 17669 9012 19417 17817
21997 22489 16237 16592 16651
19016 21094 20611 19755 19755
15719 17806 20148 13527 20680
17962 9415 12129 16825 11580
1244 23505 10436 1244 12129
13845 14546 13845 16783 21362
7884 21455 20136 14268 10965
15650 22579 20605 10436 11669
15860 23505 14509 16339 15719
9415 16783 18021 5209 10219
20148 10965 18699 19898 7339
10032 23120 15719 19748 9664
19472 13099 20124 16783 14509
19229 13845 14923 17670 15700
759 111 5176 15879 16981
1282 16473 1376 23505 23505
1244 12426 8981 10519 12036
8067 21229 8097 7904 4029
10507 8441 14689 10618 13018
6076 7591 11942 9662 13256
4029 10507 15599 5858 15581
16421 18699 13683 16519 14509
14652 8924 8919 18292 5858
4823 13872 8919 17707 18531
8982 10618 17962 7702 10000
10000 8445 4583 13504 17544
13515 14245 12854 22305 18522
17903 21387 17907 10580 18088
11277 17513 16283 17907 13566
17544 13794 4109 11743 8411
7763 14523 4327 5535 4898
9375 6657 8711 10049 18386
8175 4911 7210 8175 15521
17211 5619 14212 13130 7178
10694 8346 8102 5185 22076
4507 8411 20711 3911 7154
4327 6657 12691 4848 3373
8087 7763 5959 3722 4189
6023 10568 7318 14212 12636
19201 9216 18386 3726 6018
3720 4184 3188 13130 9698
4327 4327 4327 11569 6657
13648 6514 11276 17883 14182
19763 21549 21549 13308 14155
14257 16179 21549 17883 21549
13308 17883 21549 16962 14257
21549 17448 19763 14155 12533
17448 12915 19763 19763 13504
16179 15231 6973 12464 20221
6691 9948 12469 17045 17006
17006 4916 4927 6949 12469
11116 6731 10706 7151 17045
8678 5721 10433 9948 4327
14331 17006 6973 20221 14167
11116 6691 6691 10706 6735
9948 5677 8695 7281 4805
17330 17330 10046 7281 3419
6240 12469 3423 17006 9948
17330 17011 10039 11135 4805
10706 10706 17045 9948 4327
7281 12469 10028 5201 6635
7228 6316 4928 10199 5370
6933 5344 6933 8142 6947
5698 6064 4428 6718 14628
6432 4928 6564 7045 6564
4928 6400 5826 6638 7607
6953 6722 5344 6197 6406
7045 6311 5344 7045 5860
5826 6432 4748 19009 12915
15786 15786 14167 21549 14167
16468 10559 21876 16468 10952
10559 12841 12915 14167 12841
10398 16794 6490 4520 9134
19070 19070 4643 9711 6116
7472 9945 3726 17513 5768
8522 6519 5967 14325 5882
5292 11472 9307 7178 9508
9184 4517 6095 11472 4402
8328 12452 9711 8328 5886
8303 7759 12026 5480 5395
14350 17606 12772 6519 8718
9845 14325 13872 7472 8328
10694 11472 6927 9932 5275
10694 5292 3390 8093 3726
7223 6116 6280 14350 9611
16286 18396 13258 13327 21075
20441 15326 20441 15843 12710
13115 15360 15593 21349 17703
15735 20823 19276 14389 20823
18396 527 20441 20315 22567
15263 15376 20441 18396 18396
11028 15448 15843 22981 15843
21070 12710 15843 15843 14389
16134 19103 13149 14582 22968
12073 19399 11213 15957 19203
14371 14808 10706 19022 20878
11213 19860 13543 11849 16064
15420 13113 17578 22948 15120
22907 21453 21454 17299 14104
14104 17825 13623 20878 19269
18633 11306 19034 16534 15120
15120 19203 17940 14055 19269
19890 18427 14045 17973 18972
16383 11395 21202 11386 1102
17293 16059 13931 15594 11286
16909 19692 1973 19732 11177
18552 12086 21612 20742 15594
19946 14961 21143 14972 22089
19334 13931 18206 22876 18912
6992 20421 20037 13931 7696
21698 15693 1501 15026 14972
21143 20106 15442 22632 17864
11286 22631 22803 17356 17772
14575 17425 17772 15876 17772
20509 11286 11286 15755 17406
4553 11834 17458 20046 18376
15163 15013 17763 15072 20484
20297 220 15487 20211 19992
16046 13978 12020 17772 19833
11671 15904 14225 12888 19473
14171 18675 20867 21732 19920
17217 15904 11963 19161 16945
16945 21774 15934 15918 15904
15165 19350 18312 20867 20203
15027 15869 16945 9397 15737
19466 18396 15938 15120 17891
17397 11766 18803 11089 10297
18645 6105 7217 10539 10317
10316 19718 11304 8648 10337
7479 9844 6321 11786 11786
10277 10934 10297 5437 10297
12446 7602 7479 7483 9609
6036 9605 8495 15539 7674
7674 9605 10030 7516 13814
9605 10262 6036 1791 6036
1869 22147 18832 1365 21244
15096 1013 23038 1674 23445
13901 352 23054 23197 1615
1496 1027 23525 729 19983
20629 317 5328 16374 8948
742 22811 1578 742 19449
22926 5762 19896 21681 705
105 1890 6548 2067 431
19202 1023 1939 20668 1143
23220 17023 1777 1599 2188
813 22806 18932 18543 23337
7849 4350 1648 12577 22321
19043 21002 5743 5292 1609
16454 21840 2532 9628 1319
23419 19708 20928 23007 22530
15152 16762 22815 19331 22082
847 22470 23249 20873 17226
13717 22582 16347 15732 9409
21697 13717 18030 8996 20427
21566 20289 14590 22656 22687
10523 20122 20482 19715 1137
22570 624 22588 23268 17704
19861 19906 22155 16823 23067
22620 23464 16736 21903 21995
22983 17921 17777 22386 1466
17921 1308 20743 15044 19687
21784 22553 19715 21621 22960
16580 21561 23267 1551 1465
38 22801 23109 23354 414
22314 2572 1308 632 934
23206 23467 1551 1612 138
138 1551 1807 22449 1201
18640 17052 23481 21716 19391
22622 494 22449 1493 22190
1808 21978 274 64 23300
1416 1174 22952 31 23481
1534 21173 78 711 22843
21978 22901 10441 12237 17903
10664 20428 17351 16201 22436
23065 4714 1699 2313 7787
8680 15515 6725 3285 7749
1555 2309 22053 20026 2388
5244 12497 9330 16227 9208
841 22764 109 23245 18596
1361 881 23110 1093 22714
23523 1353 22714 18706 224
999 23140 19219 21618 1971
1638 1093 20693 20514 14844
202 918 904 23498 971
335 210 1726 2490 18508
23205 979 2751 2281 1463
2529 2692 2829 150 701
2481 21067 164 20188 2908
2381 2565 2566 2693 2563
2181 2486 21129 22853 2526
1341 509 380 21286 18070
20310 1176 1299 1772 19031
1371 21312 16008 21226 23085
21150 1533 8875 9641 659
2695 14849 1470 23147 16012
20918 2374 15560 1542 21874
18888 21809 21931 13844 18113
2261 1681 2094 1480 2404
1277 2050 2520 17897 9530
1109 412 5881 16869 1880
2449 18572 18628 20639 21046
19827 23435 518 1656 2048
507 21607 20567 19382 18653
22658 1823 21057 3016 1927
23436 669 2129 22420 22909
9642 16553 2285 1848 13219
23547 21997 4793 5001 5655
10472 13882 6146 4127 19265
23141 10109 8988 2533 12579
8674 18381 20575 18219 9807
16823 23456 12895 17585 12754
17291 1557 2162 2279 1622
20876 671 20461 2487 99
21440 22 23471 22328 2321
21595 1786 365 1152 1633
499 21218 256 81 277
1847 2379 2283 1231 23023
2493 23024 22013 22707 923
91 1336 801 2300 2795
13725 6719 12646 2561 22359
22083 23041 9877 7791 5453
4940 18382 22384 23529 383
21359 22571 20295 2827 50
1859 1934 2407 22975 1210
416 2159 1843 2230 1591
19660 17601 1945 23463 1112
1291 1943 19848 1401 1441
20197 21070 530 20355 22833
1504 2260 1667 1698 2315
22962 780 20649 2093 1268
20308 1135 1264 933 23483
17657 22045 2273 1461 23294
175 838 335 23066 350
22455 2327 14686 19299 23044
1870 2270 20361 2077 987
1439 1623 2069 19301 795
16180 1816 312 2419 1405
378 19684 442 421 883
261 21164 402 87 19550
23239 21269 23087 22557 1527
484 22798 22789 1691 22816
753 790 407 23357 22603
77 1302 1917 22804 18384
21942 21156 642 851 2135
2258 1854 23314 957 1046
23149 77 22666 22421 2373
2266 1666 2155 2356 2638
1679 2357 2421 2484 1684
1938 2145 2483 1810 2141
2091 2415 2151 1549 1850
1399 2638 1947 2750 2113
6193 1984 962 22198 21228
1756 21961 20446 1817 18215
849 21599 17919 12747 20708
23336 19117 21169 21329 866
16292 304 19432 23094 21257
16894 19280 14719 16733 1686
126 23420 329 19651 19476
1198 592 592 1206 17941
19713 22917 16684 21575 22058
15557 183 188 1616 865
2054 20071 21030 873 1021
20126 20700 19271 15861 19851
19608 12405 17631 21088 19279
542 1101 21344 408 16983
13697 23491 21541 20689 20418
23259 21259 18375 23352 21330
22821 18150 19157 16565 20677
20964 20149 22496 22490 3515
3551 2879 5688 20354 16233
21798 20498 15657 20115 2305
20953 17751 21193 20453 20316
18128 19797 1561 22744 21329
21674 21298 23058 10510 20789
21279 13402 22634 15235 22274
707 23212 11412 15280 19047
7475 16111 19731 20472 19105
21198 19105 9307 23373 15234
19362 19049 11383 5961 15232
21859 19257 9755 16395 1224
16395 20145 18278 14021 22000
6798 104 1968 20742 1122
2248 22377 2015 22453 1239
1054 17294 20542 23263 1998
23243 1413 1038 21974 2058
2017 655 2130 1251 2326
1639 818 21605 2034 2416
978 1879 908 20585 3765
8588 12584 7163 13511 22166
22506 22351 14601 14871 23317
15132 839 23222 1103 12637
2095 21526 21753 20719 21641
1068 21625 22077 18568 23165
20975 1619 2000 18256 22051
23046 1548 16533 11497 22448
21910 8154 22574 7741 2037
1411 1293 21260 1468 629
1457 1306 844 1115 22762
1670 1989 1516 664 1193
23359 921 945 22566 379
22826 22987 16225 349 18484
2100 22269 1116 1394 22476
892 173 617 1891 23400
23482 21538 13990 21699 18209
1388 22451 22365 23517 23134
20277 22511 20480 20770 935
1611 1894 667 13174 22650
23361 1351 6971 1769 2042
2120 2044 2567 20645 1727
2098 1702 1736 2104 1867
1948 878 1647 1912 2331
2065 2316 2301 864 9200
13444 2307 13020 9716 9819
4678 11338 7268 3663 22513
10749 22496 3634 7987 1128
2304 685 2276 20848 2238
1053 1985 1896 1896 619
1841 1764 19957 18863 17317
17060 20064 22724 806 21932
23473 20545 23476 22602 2802
3321 3315 2658 3138 2816
3250 3273 3107 3086 13581
9759 16810 11 19634 13241
6452 3999 17535 17067 20824
5385 8483 2864 13302 2310
2126 2333 2694 1942 2826
633 670 2523 1499 693
2642 663 21702 2459 2406
1357 1641 23319 963 2418
2306 2278 1653 911 2298
1580 2409 22966 2527 953
1892 1992 2408 463 23390
2057 12003 22694 17562 2411
557 19000 1522 2243 447
3149 3621 2377 194 2640
2598 636 1354 2308 1025
1763 576 93 2457 1589
20826 641 1607 1872 22773
1204 12686 18206 19812 8098
2253 1517 2359 1708 22955
21054 2417 2454 5043 948
1422 1334 22713 23037 1064
1340 23233 22711 885 23468
21001 23128 23287 22121 69
16529 19446 1208 709 21758
23146 18283 21012 20971 22540
141 556 1750 441 610
1682 22070 672 1427 1544
22441 596 284 65 1422
1215 21258 22121 18890 746
1370 23037 1385 23146 305
570 22497 19382 1672 1451
23151 828 22697 21742 98
23214 2144 1976 1815 2297
2521 1082 2452 2122 18232
9880 15164 17343 15134 18052
12749 1978 1809 14584 14046
13273 3982 6166 6109 20710
18323 10206 3797 7152 8384
727 10192 270 15191 9427
9162 7178 18526 11354 6531
10472 8825 19638 16279 16528
23106 6756 6512 20437 14835
18523 5816 20838 3144 15978
9235 21003 22475 21023 22824
21800 22528 1171 20495 19516
22978 17878 11506 16853 8457
13870 12911 16846 22483 14704
18224 20225 13463 20859 20477
21672 21714 18627 14019 17257
17450 14387 17388 17374 20349
20892 19782 19614 22116 17740
21924 21390 11713 16683 11799
14091 10705 18452 22679 1752
1956 802 22904 1303 371
22008 2271 218 2460 1814
2909 18368 775 21263 23457
21508 2016 80 1994 2240
419 23509 1444 1717 3434
2092 1862 845 20862 2488
2121 1488 23353 377 130
1657 2241 9696 11157 16925
22464 140 21183 1056 22681
22236 178 22354 1047 1298
22906 609 23417 555 20804
1803 22846 149 1520 20615
2335 1412 21115 22900 22171
1471 1007 1915 2004 319
22958 2254 1032 264 23303
2105 1519 1899 22723 23478
23358 2264 534 562 321
23028 1207 1348 22736 1458
2691 1588 1075 2039 146
1531 2250 20133 23360 1600
22029 23166 1598 697 1099
21425 1330 1594 919 23108
1297 2242 857 1290 9911
1180 23301 2295 19992 300
1725 1660 19640 22633 22465
2111 22864 23379 241 1562
22960 1459 631 861 21405
21597 22465 142 469 21331
19032 200 20161 22805 21936
242 22960 208 591 337
21155 2123 2041 22991 22991
22035 2024 22465 23105 620
2156 1905 1557 1510 22469
19647 21166 21680 11138 14563
23229 21031 23330 17151 15948
19134 929 19844 21380 17103
23237 15332 21765 16470 10666
22712 15948 301 16156 2954
19647 19611 13055 8093 19223
20855 458 21450 11121 17780
19222 22891 22430 19818 20013
9800 22572 18464 23553 15434
16079 18101 12432 17028 21085
20103 14749 23064 8840 14616
23167 20805 18539 18573 15480
14629 15149 11907 18974 13711
19828 18495 22619 929 11247
11441 18132 17556 19834 16441
19076 18409 19768 22208 12432
929 12091 924 20430 16213
18495 20661 17389 18847 17953
608 10621 18798 21739 20398
20246 8517 22213 18411 22494
95 2858 374 18495 23218
16784 3235 19179 19357 20192
15181 17775 18873 11407 11244
15596 12805 5402 13227 22559
19051 23247 11875 19441 15271
16045 17904 18929 12432 19768
21930 10458 20935 4565 16919
19843 20722 4136 2686 16990
15281 5833 23346 20589 20562
19007 11345 3425 17514 3294
12236 322 16034 18234 9714
11520 11056 22657 14420 18249
21299 13002 11405 13834 19578
12569 20455 15313 13276 12569
12569 13595 5524 8914 21769
11534 13837 20277 20741 13396
13672 5524 10979 11372 21345
13340 7340 22685 13595 15236
22657 17765 5524 14456 13595
19300 11056 11151 19635 19150
14110 11113 12569 21436 14631
13834 14922 19578 11739 17303
9277 21769 18322 9277 13396
19561 19045 13932 21436 16422
15066 23351 5524 18689 21617
15321 19300 21515 13595 21769
21436 22657 11056 22037 18766
22332 21834 20706 20706 16785
22790 20686 180 18425 435
443 23010 45 22896 19745
19135 20639 23026 20208 19447
20582 22817 20686 639 914
15375 21280 569 20650 18482
23184 18658 20559 17652 21541
18094 21451 21479 23242 132
20686 21821 19887 40 123
22255 23145 21916 23272 23049
23559 23265 22002 1029 21338
23556 19750 21421 22245 18825
20525 14739 22599 21103 7606
18095 17262 20082 18560 17354
12262 3798 17604 15447 18293
12802 10637 18133 15727 17993
22538 18133 10826 18302 16964
16658 11191 14812 8200 17258
10131 17694 11740 15635 7903
14009 12097 14577 17453 12417
18133 6441 19496 15727 16988
20378 15006 20316 17259 12492
13179 19496 12939 20378 16822
14897 14492 7783 11308 19220
12404 18361 10811 15468 19980
17645 17069 15429 7660 11721
17357 17705 14987 11957 10705
14746 12730 18332 17764 15526
11911 20804 11898 22271 18508
13440 17490 9646 17923 10402
10705 11721 7660 15053 19475
16736 17199 10407 16842 10762
10762 9223 10699 7660 10694
9591 17874 13328 10705 7660
11721 15399 20956 9686 18816
9591 15151 17705 15429 9053
14767 11573 7660 10327 9709
10759 8563 8881 17338 14681
8521 9167 10420 15764 14334
11194 14982 6575 10080 8881
9648 6575 15764 10736 6630
14549 10080 10080 9348 15929
8517 14090 19596 14192 14192
2479 11444 16322 15944 11188
11806 10506 10120 9400 8160
8160 10120 10120 17251 14192
8687 9477 8685 13790 13933
17069 6575 10120 14090 15491
15776 14334 6767 15768 13484
17274 12595 19480 14090 16566
14278 12260 14737 10120 21238
12830 3299 16507 20551 13881
19413 17238 19872 13917 14184
16754 22673 14968 16792 20932
13843 21215 14178 13958 12158
535 12979 17911 15158 16031
18381 17219 22551 22756 9973
874 17673 11312 16168 12593
18520 8524 16907 17065 449
17190 16168 18115 4804 19617
16256 14414 20448 16532 15439
14901 13904 825 19796 19639
10056 20667 15347 13679 22373
17469 14379 16443 3236 23451
14368 13780 13742 12722 15796
15602 17198 13780 535 11977
19068 12899 10583 2235 13828
11382 18919 13448 936 22606
13780 10022 14368 14309 21096
17394 15158 15173 20857 11591
14131 12903 2466 4729 3001
3945 8146 10778 4377 13231
3710 10133 16027 21718 22444
18013 19651 12026 3099 17133
20160 10092 13958 12364 16124
8166 10209 9644 12338 12433
12125 13105 22998 1963 20856
17209 20610 13554 8732 5279
1221 17484 8710 12675 14005
16147 12974 19995 9015 11274
10869 21397 12974 12543 8784
18266 14971 6053 20504 18495
19167 13318 11256 17310 9347
15787 13122 9644 11073 10198
8055 14678 18415 11339 13147
9596 16653 15831 9194 14987
21127 12974 13140 9260 9644
12675 13466 2336 15683 9194
13648 7983 20504 17310 8995
15423 9953 12859 18598 1957
6029 12396 19256 13 14765
17077 14296 19001 8511 9814
12675 9102 13247 16961 16385
15317 14545 11203 16871 10626
18028 12483 9095 19613 12928
19086 2645 8690 7482 5964
8149 10997 3804 4269 16430
16550 10952 11278 16027 8592
15485 15377 11854 2536 16538
10747 9489 15109 16770 12263
15330 12604 13549 9931 7928
11087 15008 8591 9904 12573
16089 6575 11900 15300 10100
10933 13606 12604 4182 15642
17834 6556 13106 7615 13029
12633 12531 12739 10034 9375
15485 9979 6575 11949 11988
8228 6575 12058 12525 9904
10561 6634 11298 10916 12367
9594 19340 8418 14942 12604
6575 11119 15300 17456 12753
6575 8552 8564 9139 12655
20467 11236 10958 13163 10111
2 13547 18568 14630 15220
10880 10195 13471 8220 8620
7479 9817 12725 15709 9837
13986 12428 13243 12466 10936
12241 9511 16634 10336 11843
9006 9509 14303 15589 18606
13971 13637 14224 14624 7848
13746 13371 12440 9914 3451
12858 10455 11257 10699 7181
8998 13602 16605 12115 13596
12484 12591 13894 12428 10913
13255 4750 14188 13311 10455
14141 7848 9421 21307 9654
8742 10195 4658 14242 13688
14509 13430 12921 21490 15985
10230 9204 15012 9405 16265
16122 15038 12849 14585 11940
9323 12015 10499 19238 22327
17020 19053 23305 47 20496
9770 12936 14350 13701 17929
16362 12044 8930 13743 19921
6668 1464 20411 17634 18589
19994 14282 22072 11454 14941
10697 10723 11845 10223 17922
22375 18976 8850 22194 19590
18571 15629 17728 23441 19878
17193 19903 14789 11347 8062
10167 13937 14868 15350 17087
20730 16908 15424 14074 17225
23163 11022 10624 18634 18814
20326 15451 12431 10829 19430
12152 18777 15909 12470 15528
12579 16125 100 9588 19088
7938 21320 2923 12133 4105
2895 4362 3594 3160 13317
4484 3221 2918 2728 7397
3474 16790 13457 4003 10300
10963 23002 7989 15807 16701
10770 19404 13551 12219 3378
3299 3785 11363 2974 10859
17760 12406 17129 11526 15663
16937 14783 18047 17554 12616
19230 15228 10194 22532 11174
18315 16868 22974 8847 14514
17550 16458 16527 20085 19401
21247 15118 15775 496 21606
17741 17588 20921 13252 18338
17586 16109 16633 11977 18110
8567 19969 11140 15964 1753
11162 11822 18106 14825 10765
16511 14069 11138 19893 11534
14041 17558 22280 14957 11791
9171 19380 12148 1421 10272
13309 11977 16316 14057 22859
14137 13738 18034 12675 13065
10430 11782 15868 21048 2622
17277 21152 19607 10814 15040
6401 21940 21606 16712 12905
17028 11695 17570 11977 2609
2605 7278 11773 2849 7765
22710 3047 17007 4017 2609
8408 12075 19427 201 7422
3670 3057 16065 13467 18865
21158 18406 5774 11872 6925
7395 7953 13525 10986 15628
11920 8712 10642 11104 12025
10139 15973 8885 11852 11030
8036 10049 10943 12361 9483
11527 9164 9599 9254 8549
7610 14017 8801 11070 9687
16452 11824 9137 9153 2702
16951 12322 8664 8885 9364
16452 11965 9705 11062 10632
10025 8924 8885 8513 11590
8783 22534 8673 11577 2079
12475 7796 10477 8681 13863
12922 4215 10326 9513 7417
13280 10103 9549 12384 7987
22363 12544 19877 16939 15466
8880 8391 12316 2342 12025
11254 12609 12964 21250 14526
7877 16302 12462 7865 14615
14964 18102 8458 18084 10293
13603 17100 2528 20330 7975
9699 14577 12249 8467 13208
14990 9045 14827 10061 20028
15923 15738 9129 11515 7872
17793 13111 8729 17099 20877
12482 2339 7865 18309 10703
11956 10448 17255 16728 8521
8869 7780 2513 12623 7795
17603 14348 8514 8613 21114
18005 23031 19738 11457 5680
6958 2218 19246 16511 9886
12083 13601 6685 20816 17145
19262 8387 12557 8201 23347
4220 7930 7257 14159 18294
14998 17516 495 4807 19721
14962 10692 17837 665 14340
8613 8613 18207 9947 18697
7830 11159 13325 4760 13624
21771 10684 8963 5980 12034
21982 8496 8962 444 18767
17903 8613 12393 118 12330
11209 19789 2229 8496 18652
10397 1966 22830 20634 3230
17464 20572 2775 5333 20873
8448 10893 20569 18774 13425
3247 9332 14900 13297 8141
20613 5130 23480 1587 9379
7450 18740 11511 3444 6179
13081 12639 4598 14454 10250
7758 9126 16034 4815 15133
8897 9959 5714 625 15056
22389 15294 3460 16395 7505
20011 12015 4116 7911 11446
13195 615 17346 21010 2652
17329 13586 17173 22794 1900
19821 1743 22875 1574 13362
11982 17722 15466 17438 8406
8388 11277 21984 8039 20487
10918 12817 17438 7872 8388
13879 19467 4897 15836 12245
10985 11593 8730 20201 11921
16207 10371 13344 10972 18647
11322 10941 23090 7872 11877
10972 9402 12233 11982 17114
20299 11382 19398 11241 13342
1158 11430 10955 12719 12577
20299 15727 11982 8545 5181
5196 10682 4841 5534 5221
3065 13167 4315 9577 6532
5884 14295 7414 12233 7311
5523 10682 5339 8232 3068
4667 13073 1964 13167 5291
5301 5339 10115 5914 5339
14488 7409 5339 8152 5456
8976 8887 5456 7969 8152
5061 5914 5339 6288 9037
8152 5309 6273 10960 4718
6887 8152 3261 5456 8363
6541 13967 6833 6820 10682
19454 6918 8865 7982 6820
9078 13553 13555 9688 10486
8030 9569 9698 7290 6056
8171 11260 9946 8954 9066
10724 5694 11437 11465 9688
7115 9688 9688 9879 10324
7702 10481 13553 9520 7374
9943 17529 13553 7290 8330
9066 16297 12631 17292 6245
14071 18205 14863 17798 12015
10549 10886 8147 16136 12179
15755 16984 8285 14253 5670
7648 20745 12448 22099 20926
21485 11329 17214 9233 11276
13279 18730 12336 14253 17900
13936 16037 14745 14830 12330
9750 20926 10935 18975 9839
698 11785 10833 11630 6996
9811 20898 11748 12181 9531
12661 11218 7292 12349 10929
14253 4865 10886 7146 19098
19625 17214 11302 17214 8483
11299 7681 11617 8024 7309
9440 9257 8024 16151 10483
4884 11196 17047 8251 9813
9312 11012 11193 9888 9440
13044 13585 11193 11513 11128
11984 17487 7309 7179 9888
11633 7309 11858 9068 16151
9772 4831 9440 9312 4456
9151 11984 11633 11477 9888
10349 8390 9888 7240 7426
11128 12264 9248 9888 11193
9888 9933 9888 13585 9312
9888 11938 8133 10704 10641
10260 8133 10444 8155 11454
8168 7650 8133 3803 9762
8012 10980 11068 5669 9767
10940 12393 9340 11566 8024
10159 5836 11002 8176 21504
2635 4178 15682 15079 3796
9171 6428 10217 7188 7520
4651 9945 6840 13960 12251
8025 13819 12149 13819 11197
6238 12198 9650 13710 12041
7674 7937 10269 7359 13960
8959 13819 13819 7789 6665
11488 11181 10573 10164 7188
8425 10217 7241 10321 18710
12723 14480 15769 21045 11427
15713 7281 13857 12723 18677
13764 9020 7784 19156 11031
12739 6536 13468 1094 12723
10133 13115 13826 14921 18277
7784 19831 14573 7551 20519
2081 17314 23519 6792 8713
16713 10658 10823 11100 16295
9904 11305 10191 10336 16798
3453 15284 10457 9148 13795
9679 10479 10144 18896 10732
11233 12447 10713 10084 14661
11675 10476 4218 16302 12967
9679 12650 11000 10713 15859
9354 14896 8197 2773 10619
9110 6421 16510 7784 5873
8606 9807 9860 10526 12324
7392 9090 14560 12524 9399
9495 10775 9090 9090 5547
11097 12856 9420 10526 6421
5652 9740 9420 10526 12872
10040 6625 8526 8090 9502
11954 9420 5446 9870 10345
10775 10579 12049 12171 10620
4066 4066 8863 10959 13625
